id_estudiante,primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,tipo_documento,numero_documento,correo_electronico,telefono,direccion,fecha_nacimiento,promedio_academico,historial_notas,materias_perdidas,semestre_cursado,creditos_matriculados,creditos_aprobados,asistencia_clases,rendimiento_periodo,estado_pagos,mora_matricula,becas_apoyos,estrato,ingresos_familiares,num_dependientes,situacion_laboral,horas_trabajo_semanales,lugar_residencia,tipo_vivienda,edad,genero,programa_academico,ciudad_origen,estado_estudiante,atenciones_psicologicas,seguimientos_realizados,casos_riesgo,participacion_institucional,evaluacion_docente
EST-0063,Lucía,,Jiménez,Carrillo,CC,5600122864,lucía.jiménez59@email.com,(+57)3174755035,"Carrera 8ª # 44-4 Sur, Oficina 46, 052444, Santa Fé de Antioquia, Antioquia",2007-11-03,4.34,4.34,2,1,16,12,89,0.0,Al día,True,No,4,1513000.0,2,No trabaja,0,Ciudad lejana,Arrendada,20,Femenino,Ingeniería de Sistemas,Iquitos,Activo,0,1,False,3,4.6
EST-0064,Nataly,,Restrepo,,CC,2873791132,nataly.restrepo15@email.com,608 145 48 68,"Transversal 129Z # 16-5, Torre 3 apartamento 1, 526306, Cumbal, Nariño",2006-08-11,3.39,3.39,5,1,13,0,62,0.0,En mora,True,Sí,3,1525000.0,5,Tiempo completo,50,Ciudad lejana,Propia,23,Masculino,Ingeniería de Sistemas,Ayacucho,Desertor,2,3,True,0,3.7
EST-0065,Karol,María,Gómez,Pedraza,CC,2426033017,karol.gómez44@email.com,+576076093688,"Calle 180 # 3P-31 Este, Casa 8, 156531, Boavita, Boyacá",2008-03-23,4.28,4.28,1,1,16,15,87,0.0,Al día,False,Sí,2,1168000.0,2,Medio tiempo,16,Ciudad cercana,Familiar,22,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,2,3.6
EST-0066,Lorena,,López,Ríos,CC,7728458610,lorena.lópez20@email.com,573298174412,"Avenida carrera 74 # 92-30 Sur, Bodega 4, 052947, Tarazá, Antioquia",2007-10-20,3.0,3.04;3.32;3.04;2.84;3.07;3.02;2.67,7,7,18,0,71,-0.35,Al día,True,No,4,741000.0,3,No trabaja,0,Ciudad lejana,Familiar,24,Femenino,Ingeniería de Sistemas,Chiclayo,Desertor,0,0,True,0,3.9
EST-0067,Jairo,,Gil,Ceballos,CC,9399453739,jairo.gil7@email.com,573119570780,"Tr. 88 # 6C-2 Sur, 520763, Cumbitara, Nariño",2004-02-14,3.51,3.55;3.48,5,2,17,4,83,-0.07,En mora,True,Sí,3,1104000.0,5,No trabaja,0,Ciudad lejana,Arrendada,21,Femenino,Ingeniería de Sistemas,Moquegua,Desertor,3,1,True,1,3.2
EST-0068,Milena,Linda,Sierra,Suárez,CC,4272334315,milena.sierra68@email.com,(+57)3130152843,"Cl. 2P # 4-22 Este, 706844, Sincelejo",2001-01-06,3.9,4.02;4.03;3.89;3.84;3.89;3.71,1,6,18,15,85,-0.18,Al día,False,No,6,2335000.0,2,No trabaja,0,Misma ciudad,Propia,17,Femenino,Ingeniería de Sistemas,Ica,Activo,1,0,False,6,3.8
EST-0069,Óscar,,Torres,,CC,4622192661,óscar.torres2@email.com,+57 329 038 41 24,"Dg. 189H # 4-3 Este, 054827, Santa Fé de Antioquia, Antioquia",2003-11-26,4.14,4.14,1,1,17,14,73,0.0,Al día,False,No,5,3115000.0,3,Medio tiempo,21,Ciudad lejana,Familiar,18,Masculino,Ingeniería de Sistemas,Huaraz,Activo,1,0,False,0,5.0
EST-0070,Pedro,,Beltrán,,CC,5643332415,pedro.beltrán37@email.com,+57 311 654 82 62,"Calle 61 # 11-6 Este, Apto. 828, 689963, Capitanejo, Santander",2002-08-18,3.62,3.60;3.64,2,2,17,13,82,0.04,Al día,False,No,4,845000.0,3,No trabaja,0,Misma ciudad,Arrendada,21,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,True,5,4.9
EST-0071,Víctor,,Mendoza,Mercado,CC,3827788307,víctor.mendoza65@email.com,327 857 25 90,"Cr. 32 # 3-7 Este, 051973, Carolina, Antioquia",2000-02-29,4.13,4.15;4.11,1,2,13,9,81,-0.04,Al día,False,No,4,1998000.0,4,Medio tiempo,19,Ciudad lejana,Propia,23,Masculino,Ingeniería de Sistemas,Arequipa,Activo,0,1,False,2,3.7
EST-0072,Yudy,,Aguilar,Moreno,CC,4119771760,yudy.aguilar71@email.com,301 737 46 34,"Carrera 56 # 1-96 Sur, 852750, Sácama, Casanare",1996-06-02,3.57,3.51;3.62;3.59,5,3,13,0,60,-0.03,En mora,False,No,1,1905000.0,2,Tiempo completo,41,Ciudad lejana,Arrendada,25,Masculino,Ingeniería de Sistemas,Nazca,Desertor,3,2,False,1,4.1
EST-0073,Mónica,Nubia,Ortega,Ramírez,CC,5939674049,mónica.ortega8@email.com,(+57)6039074438,"Carrera 37 # 13P-2 Sur, 681894, San Andrés, Santander",2004-03-01,4.14,4.21;4.37;4.30;4.00;4.24;4.15;4.01;3.83,1,8,19,14,90,-0.18,Pago parcial,False,No,4,3475000.0,5,No trabaja,0,Ciudad cercana,Familiar,20,Masculino,Ingeniería de Sistemas,Sullana,Activo,0,1,False,4,3.9
EST-0074,Óscar,Milena,Rojas,,CC,1536240547,óscar.rojas15@email.com,+57 325 074 90 57,"Cr. 55 # 64-4 Sur, Torre 9 apartamento 87, 157860, Nuevo Colón, Boyacá",1999-03-20,3.99,3.94;4.05;4.05;4.35;3.72;4.10;3.85;3.84,2,8,21,14,100,-0.01,Al día,False,No,1,991000.0,6,Tiempo completo,50,Ciudad cercana,Arrendada,21,Otro,Ingeniería de Sistemas,Huancayo,Activo,0,0,False,3,3.5
EST-0075,Joaquín,,Ortega,Giraldo,CC,8325062283,joaquín.ortega24@email.com,57 609 670 71 64,"Calle 181 # 5B-9, 738743, Honda, Tolima",2003-07-07,4.19,4.24;4.28;4.08;4.26;4.36;4.08;4.01,0,7,19,19,69,-0.07,Al día,False,No,3,2935000.0,4,No trabaja,0,Misma ciudad,Arrendada,24,Femenino,Ingeniería de Sistemas,Abancay,Activo,0,1,False,0,3.8
EST-0076,Sebastián,Elkin,Orozco,,CC,9171225823,sebastián.orozco84@email.com,+57 603 909 91 80,"Carrera 3ª # 6-51, Casa 7, 259849, Manta, Cundinamarca",2005-07-24,3.77,3.77,6,1,12,0,67,0.0,En mora,True,No,1,1423000.0,4,Medio tiempo,27,Ciudad lejana,Familiar,16,Otro,Ingeniería de Sistemas,Andahuaylas,Desertor,2,6,True,2,3.5
EST-0077,Ruth,David,Vásquez,Loaiza,CC,9075663984,ruth.vásquez67@email.com,57 325 822 37 45,"Cr. 68K # 31-3 Sur, 886775, San Andrés",2005-06-26,4.14,4.14,1,1,16,15,71,0.0,Al día,True,No,2,1200000.0,1,No trabaja,0,Misma ciudad,Propia,17,Masculino,Ingeniería de Sistemas,Puerto Maldonado,Activo,0,2,False,2,4.0
EST-0078,Luis,,Velásquez,Restrepo,CC,9668433177,luis.velásquez67@email.com,329 433 17 43,"Calle 3D # 8-3 Sur, Apto. 19, 058685, Tarazá, Antioquia",2007-04-26,3.6,3.65;3.56;3.60;3.67;3.52,4,5,18,4,70,-0.15,En mora,True,No,3,1405000.0,5,Medio tiempo,19,Ciudad cercana,Familiar,18,Femenino,Ingeniería de Sistemas,Moyobamba,Desertor,0,1,True,2,3.9
EST-0079,Luz,,Martínez,,CC,4865936609,luz.martínez6@email.com,+573084682915,"Calle 194I Bis T # 6-85 Sur, 769997, Palmira, Valle del Cauca",2006-01-17,4.18,4.54;4.41;4.36;4.30;4.01;4.23;3.87;3.90;4.17;4.05,2,10,20,12,73,-0.12,Al día,False,No,3,1557000.0,1,Medio tiempo,19,Ciudad cercana,Arrendada,25,Otro,Ingeniería de Sistemas,Lima,Activo,0,0,False,1,4.0
EST-0080,Gabriel,,Marín,,CC,2759698510,gabriel.marín47@email.com,314 112 62 70,"Calle 1H # 9-7 Este, Casa 56, 158156, Turmequé, Boyacá",2005-01-01,3.85,4.04;4.15;3.88;3.93;3.68;3.85;3.73;3.57,2,8,20,13,100,-0.16,Al día,False,No,5,2806000.0,3,Medio tiempo,16,Misma ciudad,Familiar,26,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,True,3,4.8
EST-0081,Eduardo,Manuel,Sánchez,Bermúdez,CC,3960536127,eduardo.sánchez93@email.com,+573251112505,"Cl. 3O Sur # 65A-8 Sur, Local 327, 134047, Turbaná, Bolívar",2001-01-14,3.68,3.61;3.74,2,2,16,11,99,0.13,Al día,False,No,5,1240000.0,6,No trabaja,0,Ciudad cercana,Propia,16,Masculino,Ingeniería de Sistemas,Barranca,Activo,0,0,True,3,4.1
EST-0082,Yenifer,,Gallego,Castro,CC,2139562851,yenifer.gallego91@email.com,6089995029,"Diagonal 3Y # 1-42 Sur, 173617, Palestina, Caldas",1998-06-23,4.34,4.40;4.34;4.27,0,3,21,20,65,-0.07,Al día,False,No,2,2498000.0,2,Tiempo completo,49,Misma ciudad,Propia,19,Otro,Ingeniería de Sistemas,Lima,Activo,0,0,False,2,4.4
EST-0083,Alonso,,Muñoz,Díaz,CC,2384192853,alonso.muñoz74@email.com,+576093051760,"Cr. 3ª # 69K-5 Sur, Bodega 7, 731848, Dolores, Tolima",2008-07-02,4.07,4.11;4.03,1,2,19,15,95,-0.08,En mora,False,No,3,2511000.0,2,Tiempo completo,31,Misma ciudad,Familiar,16,Masculino,Ingeniería de Sistemas,Juliaca,Activo,0,0,True,4,4.1
EST-0084,Libia,,Cuesta,Trujillo,CC,3505160620,libia.cuesta96@email.com,573242741790,"Cl. 150 Este # 89-9 Sur, 252874, Gachalá, Cundinamarca",2001-09-20,4.26,4.33;4.15;4.29,1,3,18,17,60,0.14,Al día,False,No,2,2240000.0,5,No trabaja,0,Ciudad cercana,Propia,24,Femenino,Ingeniería de Sistemas,Pucallpa,Activo,0,1,False,4,4.0
EST-0085,Alcira,Angie,Pérez,Barbosa,CC,3131719230,alcira.pérez20@email.com,320 179 67 87,"Cl. 36 # 9-10 Sur, 541516, Herrán, Norte de Santander",2006-12-25,3.58,3.59;3.56,2,2,15,11,76,-0.03,Pago parcial,False,Sí,5,1631000.0,1,Tiempo completo,45,Misma ciudad,Arrendada,22,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,1,4.9
EST-0086,Esteban,,González,Vargas,CC,6527313454,esteban.gonzález89@email.com,(+57) 310 687 78 74,"Av. calle 40 # 83-37 Este, Apto. 63, 203436, Río de Oro, Cesar",2000-01-19,3.82,3.98;3.94;3.77;3.60;3.82,4,5,15,1,57,0.22,En mora,False,No,2,1786000.0,5,Tiempo completo,47,Ciudad cercana,Arrendada,16,Masculino,Ingeniería de Sistemas,Lima,Desertor,2,1,True,0,4.0
EST-0087,Pedro,Ángela,Bolívar,Muñoz,CC,5802613508,pedro.bolívar87@email.com,(+57)3163178253,"Calle 39R # 2A-9, Torre 4 apartamento 93, 154681, San Eduardo, Boyacá",2004-04-17,4.06,4.17;3.86;4.14,1,3,19,18,85,0.28,Al día,True,No,3,2697000.0,5,Medio tiempo,24,Ciudad cercana,Familiar,21,Femenino,Ingeniería de Sistemas,Tacna,Activo,0,0,False,0,3.9
EST-0088,Nancy,,Prada,Martínez,TI,5148862159,nancy.prada24@email.com,(+57)6036608324,"Diagonal 105Z # 85-77, Oficina 378, 159349, Oicatá, Boyacá",2007-10-28,3.96,3.96;3.95,2,2,20,16,82,-0.01,Al día,False,No,3,1773000.0,2,No trabaja,0,Misma ciudad,Arrendada,18,Femenino,Ingeniería de Sistemas,Tarapoto,Activo,1,0,False,2,3.5
EST-0089,Aurelio,Rafael,Vargas,,CC,5038901985,aurelio.vargas76@email.com,018005926258,"Av. calle 2ª # 93W-5 Este, Etapa 8 apartamento 30, 680569, Charalá, Santander",1998-05-13,4.37,4.37,2,1,12,6,80,0.0,Pago parcial,True,No,1,1503000.0,1,Medio tiempo,18,Misma ciudad,Arrendada,23,Masculino,Ingeniería de Sistemas,Jaén,Desertor,0,0,True,1,3.7
EST-0090,Martín,Marlene,Burbano,,CC,2735791746,martín.burbano24@email.com,5657513,"Cr. 83 # 9B-74 Este, 475100, Santa Bárbara de Pinto, Magdalena",2005-05-09,3.53,3.53,3,1,16,8,78,0.0,Al día,False,No,4,1904000.0,2,Tiempo completo,37,Ciudad cercana,Propia,19,Masculino,Ingeniería de Sistemas,Puno,Activo,1,0,True,2,4.4
EST-0091,José,,Forero,Rodríguez,CC,4955182908,josé.forero88@email.com,3228414674,"Avenida Boyacá # 66I-79 Este, Bodega 665, 277951, El Cantón del San Pablo, Chocó",2005-06-17,3.86,4.08;3.73;3.77,2,3,17,13,78,0.04,Pago parcial,False,Sí,3,3809000.0,3,Tiempo completo,50,Misma ciudad,Propia,19,Masculino,Ingeniería de Sistemas,Lima,Activo,0,1,False,4,3.7
EST-0092,Carlos,,González,Arango,CC,2138844025,carlos.gonzález19@email.com,320 372 88 56,"Calle 37 # 13-8 Sur, 737798, Piedras, Tolima",2006-10-24,3.32,3.32,2,1,14,6,85,0.0,Al día,True,Sí,2,2015000.0,1,No trabaja,0,Misma ciudad,Propia,19,Femenino,Ingeniería de Sistemas,Lima,Activo,0,1,False,1,5.0
EST-0093,Fabián,,Rodríguez,,CC,3523826945,fabián.rodríguez18@email.com,+573003885767,"Av. carrera 176 # 81-44 Este, 685872, San Benito, Santander",2003-09-07,3.54,3.74;3.44;3.60;3.58;3.34,5,5,17,4,60,-0.24,En mora,False,No,4,1316000.0,4,Medio tiempo,20,Ciudad lejana,Familiar,16,Masculino,Ingeniería de Sistemas,Iquitos,Desertor,1,4,False,1,3.7
EST-0094,Carmen,César,Moreno,Marín,CC,3130083484,carmen.moreno31@email.com,(+57) 307 886 23 23,"Carrera 168O # 3-5 Sur, 233014, Pueblo Nuevo, Córdoba",2000-03-15,2.99,3.16;3.14;2.93;3.00;3.03;2.99;3.08;2.99;2.59,7,9,16,0,66,-0.4,Pago parcial,False,No,1,663000.0,5,Tiempo completo,50,Misma ciudad,Propia,21,Femenino,Ingeniería de Sistemas,Ayacucho,Desertor,2,3,True,0,4.1
EST-0095,Alfonso,Elizabeth,Velasco,,CC,2129609545,alfonso.velasco11@email.com,+573128198776,"Cr. 42 # 35-65 Este, 057190, Pueblorrico, Antioquia",2001-09-23,2.8,2.93;2.67;3.00;3.04;2.64;2.75;2.55,7,7,18,0,65,-0.2,Al día,True,No,3,462000.0,5,Medio tiempo,21,Ciudad cercana,Arrendada,21,Femenino,Ingeniería de Sistemas,Lima,Desertor,1,0,True,4,3.6
EST-0096,María,Luis,Vélez,Restrepo,CC,8784848180,maría.vélez19@email.com,573276803642,"Carrera 68 # 2-8 Sur, 446625, Barrancas, La Guajira",2003-03-04,4.01,4.01,2,1,18,13,85,0.0,En mora,True,No,3,1340000.0,1,No trabaja,0,Misma ciudad,Familiar,22,Masculino,Ingeniería de Sistemas,Chiclayo,Activo,0,0,False,1,4.0
EST-0097,Alexander,,Castillo,Núñez,CC,9843864671,alexander.castillo20@email.com,+57 309 834 59 61,"Dg. 129 # 64-93, Bodega 31, 737220, Espinal, Tolima",1999-12-01,3.32,3.35;3.30,6,2,17,0,79,-0.05,En mora,True,No,3,1630000.0,5,Medio tiempo,29,Misma ciudad,Arrendada,25,Otro,Ingeniería de Sistemas,Moquegua,Desertor,2,2,True,2,4.2
EST-0098,Gladys,Lorena,Gómez,Velasco,CC,3583477308,gladys.gómez36@email.com,57 326 344 58 76,"Carrera 159 # 96-3, 151431, Chivor, Boyacá",1996-03-12,3.54,3.52;3.57,5,2,17,4,63,0.05,Pago parcial,True,No,1,707000.0,3,No trabaja,0,Ciudad lejana,Arrendada,21,Masculino,Ingeniería de Sistemas,Ica,Desertor,1,2,True,1,3.5
EST-0099,Luisa,Estela,Mosquera,,CC,6846167226,luisa.mosquera90@email.com,+576097260027,"Tr. 7X # 8-2 Este, 540211, Pamplonita, Norte de Santander",2004-12-17,3.2,3.05;3.42;3.26;3.24;2.95;3.10;3.35,4,7,20,8,81,0.25,En mora,False,No,3,1288000.0,2,Medio tiempo,17,Ciudad lejana,Familiar,16,Masculino,Ingeniería de Sistemas,Huaraz,Activo,1,0,False,1,3.8
EST-0100,Javier,,Vargas,Marín,TI,1316089646,javier.vargas94@email.com,576035347957,"Cl. 3V Bis S # 51I-64 Este, 055348, Amagá, Antioquia",2007-08-12,3.14,3.40;3.44;3.02;3.11;2.99;2.97;3.07,3,7,21,12,82,0.1,Al día,False,Sí,1,1004000.0,1,Medio tiempo,14,Ciudad lejana,Arrendada,26,Masculino,Ingeniería de Sistemas,Lima,Activo,1,1,True,2,3.8
EST-0101,Myriam,,Rueda,,CC,3903826759,myriam.rueda91@email.com,+57 311 324 39 60,"Cr. 22V # 71-75 Este, Apartamento 82, 634033, Pijao, Quindío",2000-03-07,3.47,3.89;3.23;3.55;3.37;3.62;3.35;3.46;3.44;3.58;3.22,3,10,18,9,97,-0.36,Al día,False,Sí,4,2456000.0,2,Medio tiempo,23,Ciudad lejana,Arrendada,17,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,False,1,3.8
EST-0102,Claudia,Luz,Arias,Lozano,CC,9912992105,claudia.arias24@email.com,329 092 13 16,"Carrera 66B # 8-9, Local 40, 543854, La Esperanza, Norte de Santander",2003-11-12,3.69,3.83;3.55,3,2,19,12,69,-0.28,Al día,False,No,4,1519000.0,5,No trabaja,0,Misma ciudad,Propia,18,Femenino,Ingeniería de Sistemas,Lima,Activo,1,0,False,1,4.1
EST-0103,Marcela,Teresa,Ospina,,CC,2450449963,marcela.ospina50@email.com,773 01 28,"Cl. 5J # 5E-39, 544567, Villa Caro, Norte de Santander",1997-01-17,3.44,3.44,5,1,15,0,68,0.0,Pago parcial,False,No,2,1635000.0,4,Medio tiempo,25,Ciudad lejana,Familiar,21,Femenino,Ingeniería de Sistemas,Sullana,Desertor,1,2,False,0,3.8
EST-0104,Aldemar,Katerine,Arias,Navarro,CC,3485915163,aldemar.arias95@email.com,01 8002 937 853,"Cl. 151 # 73-8, Local 82, 150966, Guayatá, Boyacá",2002-01-06,4.49,4.63;4.61;4.86;4.38;4.24;4.37;4.32,0,7,17,17,88,-0.05,Al día,False,No,5,1836000.0,3,Medio tiempo,21,Misma ciudad,Propia,18,Masculino,Ingeniería de Sistemas,Huancayo,Activo,0,0,False,0,3.8
EST-0105,Esther,,Pinzón,Sánchez,CC,3086544196,esther.pinzón91@email.com,3060699192,"Av. carrera 1ª # 8-36 Este, Etapa 1 apartamento 64, 157729, Cómbita, Boyacá",2001-08-30,3.66,3.76;3.69;3.76;3.43,5,4,19,6,70,-0.33,Pago parcial,False,No,2,1177000.0,2,Tiempo completo,40,Misma ciudad,Arrendada,16,Masculino,Ingeniería de Sistemas,Abancay,Desertor,2,0,False,0,3.7
EST-0106,Gilma,,Sánchez,Hurtado,CC,4095344123,gilma.sánchez65@email.com,57 310 331 10 36,"Carrera 29 # 48-34 Este, Apartamento 631, 059976, Apartadó, Antioquia",2001-12-06,3.77,3.79;3.76;3.69;3.84,1,4,20,18,89,0.15,Al día,False,No,4,1888000.0,5,Tiempo completo,37,Ciudad lejana,Arrendada,19,Femenino,Ingeniería de Sistemas,Andahuaylas,Activo,0,0,True,2,4.1
EST-0107,Alexander,,Forero,Riascos,CC,2219448047,alexander.forero9@email.com,573009863480,"Transversal 28 Bis I # 3-1 Sur, 520322, Olaya Herrera, Nariño",1997-09-28,4.19,4.59;4.49;4.07;4.37;4.26;3.91;4.09;4.10;4.08;3.98,1,10,24,19,97,-0.1,Al día,False,Sí,1,1482000.0,3,Medio tiempo,10,Misma ciudad,Arrendada,21,Masculino,Ingeniería de Sistemas,Lima,Activo,1,1,False,2,3.3
EST-0108,Luis,Gilma,Arias,Moreno,CC,4145113362,luis.arias48@email.com,+576036140736,"Diagonal 52 Sur # 64-3 Sur, Oficina 146, 051968, Pueblorrico, Antioquia",1996-11-15,3.81,3.88;3.59;3.82;3.94,2,4,19,14,78,0.12,Al día,True,No,1,2267000.0,3,Medio tiempo,20,Misma ciudad,Arrendada,23,Masculino,Ingeniería de Sistemas,Moyobamba,Activo,0,0,False,2,4.3
EST-0109,María,,Díaz,,CC,1736524090,maría.díaz22@email.com,573131893288,"Tr. 79R # 77-6, Torre 3 apartamento 633, 050356, San Pedro de los Milagros, Antioquia",2003-01-18,3.77,3.91;3.51;4.02;3.78;3.61,2,5,16,10,97,-0.17,Al día,False,No,3,2275000.0,5,Tiempo completo,30,Ciudad cercana,Arrendada,22,Femenino,Ingeniería de Sistemas,Trujillo,Activo,1,0,False,1,3.8
EST-0110,José,Yesenia,Sánchez,Pérez,CC,1416304967,josé.sánchez52@email.com,+57 305 256 51 30,"Calle 5Q # 1-3 Este, Torre 7 apartamento 90, 259568, Anolaima, Cundinamarca",2000-12-08,3.37,3.37,5,1,15,0,72,0.0,Pago parcial,False,No,3,347000.0,4,No trabaja,0,Ciudad lejana,Familiar,22,Masculino,Ingeniería de Sistemas,Cusco,Desertor,2,4,False,1,4.0
EST-0111,María,Cristina,Ospino,Burbano,CC,6327141727,maría.ospino84@email.com,374 52 43,"Av. Guainía # 6-4 Este, 810657, Saravena, Arauca",1997-03-15,3.62,3.59;3.94;3.32,5,3,17,4,56,-0.62,Al día,False,No,2,1592000.0,2,Tiempo completo,30,Ciudad lejana,Propia,28,Femenino,Ingeniería de Sistemas,Barranca,Desertor,2,2,False,0,3.9
EST-0112,Lorena,,Henao,Romero,CC,4308692478,lorena.henao92@email.com,(+57)3007819515,"Cr. 7ª # 7-3 Sur, 524314, Túquerres, Nariño",2006-01-02,4.35,4.44;4.25,0,2,17,17,99,-0.19,Al día,False,No,4,1978000.0,2,Medio tiempo,21,Misma ciudad,Propia,19,Femenino,Ingeniería de Sistemas,Lima,Activo,0,2,False,0,4.5
EST-0113,Luz,Alfredo,Montenegro,,CC,5980207308,luz.montenegro83@email.com,+57 329 431 47 79,"Cr. 2R # 6-6 Sur, Torre 5 apartamento 6, 155654, San José de Pare, Boyacá",2002-10-31,3.65,3.85;3.81;3.72;3.69;3.49;3.34,2,6,16,8,87,-0.15,Al día,False,No,2,782000.0,1,Tiempo completo,42,Ciudad cercana,Familiar,23,Masculino,Ingeniería de Sistemas,Juliaca,Activo,0,0,False,0,3.6
EST-0114,Carolina,,Morales,,CC,3469521594,carolina.morales68@email.com,573104874995,"Av. Lucía Tulia Guerrero Velasco # 1-31 Sur, 088833, Piojó, Atlántico",2004-01-29,3.65,3.42;3.63;3.94;3.62,3,4,15,5,84,-0.32,Al día,False,Sí,1,2779000.0,4,No trabaja,0,Misma ciudad,Familiar,19,Femenino,Ingeniería de Sistemas,Lima,Activo,0,1,False,2,3.8
EST-0115,Eduardo,Catalina,Calderón,,CC,9904017833,eduardo.calderón87@email.com,+57 602 260 60 53,"Av. carrera 16 # 63-7, 950037, Miraflores, Guaviare",2003-08-07,4.93,4.93,0,1,15,14,82,0.0,Al día,False,Sí,6,2355000.0,4,Tiempo completo,30,Misma ciudad,Propia,23,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,1,4.6
EST-0116,Lorena,,León,Henao,CC,2684668164,lorena.león9@email.com,816 94 89,"Cl. 181 # 2-91 Sur, Casa 93, 688124, El Peñón, Santander",2005-10-27,3.91,3.91;4.14;3.85;4.16;3.78;3.99;3.72;3.76,1,8,18,15,95,0.04,Al día,False,No,4,2525000.0,4,Medio tiempo,24,Ciudad lejana,Propia,18,Masculino,Ingeniería de Sistemas,Lima,Activo,0,1,False,1,4.1
EST-0117,Mario,Helena,Pinzón,Gómez,CC,6931866890,mario.pinzón74@email.com,+573001851255,"Cr. 39 # 64-5 Este, Etapa 5 apartamento 353, 255394, Cajicá, Cundinamarca",2007-12-11,3.37,3.41;3.35;3.25;3.48,4,4,18,6,62,0.23,Al día,False,No,2,2415000.0,2,Tiempo completo,47,Ciudad cercana,Familiar,18,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,3,5.0
EST-0118,Ismael,John,Angulo,Torres,CC,8854309930,ismael.angulo70@email.com,57 603 109 06 37,"Calle 6H # 90A-32 Este, Casa 42, 257653, Gachancipá, Cundinamarca",2007-10-20,3.4,3.77;3.18;3.29;3.56;3.32;3.29,5,6,17,0,57,-0.03,En mora,False,No,4,538000.0,4,Tiempo completo,50,Ciudad lejana,Arrendada,22,Masculino,Ingeniería de Sistemas,Tarapoto,Desertor,1,1,True,1,3.4
EST-0119,Camila,Claudia,Ortiz,Gutiérrez,CC,2856051151,camila.ortiz16@email.com,606 578 20 02,"Cl. 106T Sur # 95M-7 Sur, 471999, Pijiño del Carmen, Magdalena",2006-10-11,3.53,3.64;3.56;3.40,3,3,16,8,74,-0.16,Al día,False,No,3,1842000.0,3,No trabaja,0,Ciudad cercana,Arrendada,24,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,True,3,4.5
EST-0120,José,,Figueroa,,CC,2068978521,josé.figueroa93@email.com,(+57) 316 791 39 74,"Diagonal 76 # 2-51 Sur, 253363, Tocancipá, Cundinamarca",2005-03-24,3.72,3.72,2,1,18,11,79,0.0,Al día,False,No,5,4186000.0,1,No trabaja,0,Misma ciudad,Familiar,22,Masculino,Ingeniería de Sistemas,Lima,Activo,0,2,False,1,4.3
EST-0121,Jorge,,García,Rangel,CC,2658757504,jorge.garcía18@email.com,324 450 87 82,"Cl. 39P # 36-7 Este, Casa 39, 477002, Santa Ana, Magdalena",2004-05-26,4.38,4.45;4.32,1,2,13,10,85,-0.13,Al día,False,Sí,2,1826000.0,4,No trabaja,0,Misma ciudad,Propia,20,Masculino,Ingeniería de Sistemas,Huánuco,Activo,0,0,False,1,4.0
EST-0122,Alberto,,Mercado,Acosta,CC,6556293399,alberto.mercado42@email.com,(+57)3297683988,"Calle 88 # 5-5 Este, Bodega 30, 684876, Barichara, Santander",1998-02-20,4.06,4.05;4.07;4.07,0,3,14,14,78,0.0,Pago parcial,False,Sí,3,2273000.0,3,Tiempo completo,50,Ciudad lejana,Familiar,20,Femenino,Ingeniería de Sistemas,Lima,Activo,4,0,False,3,4.3
EST-0123,Pilar,Jesús,Ocampo,,CC,6815794874,pilar.ocampo49@email.com,3073033877,"Av. carrera 46 # 78-4, Bodega 48, 545113, Pamplona, Norte de Santander",1999-10-30,3.6,3.62;3.67;3.39;3.72,3,4,17,9,96,0.33,Al día,True,No,3,1306000.0,2,Tiempo completo,40,Ciudad cercana,Arrendada,16,Masculino,Ingeniería de Sistemas,Iquitos,Activo,0,0,True,1,4.3
EST-0124,Carlos,Josefina,Sandoval,,CC,2456944151,carlos.sandoval80@email.com,(+57)3175407566,"Diagonal 141 Bis # 84-2 Sur, 156744, El Espino, Boyacá",2006-02-03,3.63,3.63,3,1,18,9,95,0.0,Al día,False,Sí,2,4030000.0,4,Medio tiempo,23,Ciudad lejana,Propia,17,Masculino,Ingeniería de Sistemas,Lima,Activo,1,0,False,1,4.2
EST-0125,Andrea,Juan,Romero,,CC,2190817238,andrea.romero95@email.com,3130179213,"Diagonal 81 # 11V-62, Casa 47, 665297, Guática, Risaralda",1999-11-18,3.96,3.96;4.17;3.75;3.81;4.13,3,5,17,8,67,0.32,Al día,True,Sí,1,530000.0,6,Medio tiempo,21,Ciudad cercana,Arrendada,16,Masculino,Ingeniería de Sistemas,Chimbote,Desertor,0,2,False,1,3.8
EST-0126,María,Andrés,Rodríguez,Herrera,CC,7993631226,maría.rodríguez95@email.com,448 16 90,"Tr. 72 # 3-83, 052136, Guadalupe, Antioquia",2004-12-06,4.23,4.37;4.09,0,2,18,17,69,-0.28,Al día,False,Sí,4,2312000.0,5,Tiempo completo,39,Ciudad cercana,Arrendada,25,Masculino,Ingeniería de Sistemas,Chiclayo,Activo,0,0,False,2,4.3
